index,ltres,qtres,pathomit,file_path,similarity
1,0,0,1,1.svg,65.2927824109232
2,0,0,10,2.svg,65.2927824109232
3,0,0,100,3.svg,65.2927824109232
4,0,2,1,4.svg,65.29278250886651
5,0,2,10,5.svg,65.29278250886651
6,0,2,100,6.svg,65.29278250886651
7,0,4,1,7.svg,65.2927825827259
8,0,4,10,8.svg,65.2927825827259
9,0,4,100,9.svg,65.2927825827259
10,0,6,1,10.svg,65.2927825827259
11,0,6,10,11.svg,65.2927825827259
12,0,6,100,12.svg,65.2927825827259
13,0,8,1,13.svg,65.2927825827259
14,0,8,10,14.svg,65.2927825827259
15,0,8,100,15.svg,65.2927825827259
16,2,0,1,16.svg,65.29225015384196
17,2,0,10,17.svg,65.29225015384196
18,2,0,100,18.svg,65.29225015384196
19,2,2,1,19.svg,65.29225015384196
20,2,2,10,20.svg,65.29225015384196
21,2,2,100,21.svg,65.29225015384196
22,2,4,1,22.svg,65.29225015384196
23,2,4,10,23.svg,65.29225015384196
24,2,4,100,24.svg,65.29225015384196
25,2,6,1,25.svg,65.29225015384196
26,2,6,10,26.svg,65.29225015384196
27,2,6,100,27.svg,65.29225015384196
28,2,8,1,28.svg,65.29225015384196
29,2,8,10,29.svg,65.29225015384196
30,2,8,100,30.svg,65.29225015384196
31,4,0,1,31.svg,65.29225015384196
32,4,0,10,32.svg,65.29225015384196
33,4,0,100,33.svg,65.29225015384196
34,4,2,1,34.svg,65.29225015384196
35,4,2,10,35.svg,65.29225015384196
36,4,2,100,36.svg,65.29225015384196
37,4,4,1,37.svg,65.29225015384196
38,4,4,10,38.svg,65.29225015384196
39,4,4,100,39.svg,65.29225015384196
40,4,6,1,40.svg,65.29225015384196
41,4,6,10,41.svg,65.29225015384196
42,4,6,100,42.svg,65.29225015384196
43,4,8,1,43.svg,65.29225015384196
44,4,8,10,44.svg,65.29225015384196
45,4,8,100,45.svg,65.29225015384196
46,6,0,1,46.svg,65.29225015384196
47,6,0,10,47.svg,65.29225015384196
48,6,0,100,48.svg,65.29225015384196
49,6,2,1,49.svg,65.29225015384196
50,6,2,10,50.svg,65.29225015384196
51,6,2,100,51.svg,65.29225015384196
52,6,4,1,52.svg,65.29225015384196
53,6,4,10,53.svg,65.29225015384196
54,6,4,100,54.svg,65.29225015384196
55,6,6,1,55.svg,65.29225015384196
56,6,6,10,56.svg,65.29225015384196
57,6,6,100,57.svg,65.29225015384196
58,6,8,1,58.svg,65.29225015384196
59,6,8,10,59.svg,65.29225015384196
60,6,8,100,60.svg,65.29225015384196
61,8,0,1,61.svg,65.29225015384196
62,8,0,10,62.svg,65.29225015384196
63,8,0,100,63.svg,65.29225015384196
64,8,2,1,64.svg,65.29225015384196
65,8,2,10,65.svg,65.29225015384196
66,8,2,100,66.svg,65.29225015384196
67,8,4,1,67.svg,65.29225015384196
68,8,4,10,68.svg,65.29225015384196
69,8,4,100,69.svg,65.29225015384196
70,8,6,1,70.svg,65.29225015384196
71,8,6,10,71.svg,65.29225015384196
72,8,6,100,72.svg,65.29225015384196
73,8,8,1,73.svg,65.29225015384196
74,8,8,10,74.svg,65.29225015384196
75,8,8,100,75.svg,65.29225015384196
