index,ltres,qtres,pathomit,file_path,similarity
1,0,0,1,1.svg,61.385302719496714
2,0,0,10,2.svg,61.385302719496714
3,0,0,100,3.svg,61.385302719496714
4,0,2,1,4.svg,61.38530391230973
5,0,2,10,5.svg,61.38530391230973
6,0,2,100,6.svg,61.38530391230973
7,0,4,1,7.svg,61.385303854383935
8,0,4,10,8.svg,61.385303854383935
9,0,4,100,9.svg,61.385303854383935
10,0,6,1,10.svg,61.385303854383935
11,0,6,10,11.svg,61.385303854383935
12,0,6,100,12.svg,61.385303854383935
13,0,8,1,13.svg,61.3853043689582
14,0,8,10,14.svg,61.3853043689582
15,0,8,100,15.svg,61.3853043689582
16,2,0,1,16.svg,61.38497831084876
17,2,0,10,17.svg,61.38497831084876
18,2,0,100,18.svg,61.38497831084876
19,2,2,1,19.svg,61.38497831084876
20,2,2,10,20.svg,61.38497831084876
21,2,2,100,21.svg,61.38497831084876
22,2,4,1,22.svg,61.38497831084876
23,2,4,10,23.svg,61.38497831084876
24,2,4,100,24.svg,61.38497831084876
25,2,6,1,25.svg,61.38497831084876
26,2,6,10,26.svg,61.38497831084876
27,2,6,100,27.svg,61.38497831084876
28,2,8,1,28.svg,61.38497831084876
29,2,8,10,29.svg,61.38497831084876
30,2,8,100,30.svg,61.38497831084876
31,4,0,1,31.svg,61.38497831084876
32,4,0,10,32.svg,61.38497831084876
33,4,0,100,33.svg,61.38497831084876
34,4,2,1,34.svg,61.38497831084876
35,4,2,10,35.svg,61.38497831084876
36,4,2,100,36.svg,61.38497831084876
37,4,4,1,37.svg,61.38497831084876
38,4,4,10,38.svg,61.38497831084876
39,4,4,100,39.svg,61.38497831084876
40,4,6,1,40.svg,61.38497831084876
41,4,6,10,41.svg,61.38497831084876
42,4,6,100,42.svg,61.38497831084876
43,4,8,1,43.svg,61.38497831084876
44,4,8,10,44.svg,61.38497831084876
45,4,8,100,45.svg,61.38497831084876
46,6,0,1,46.svg,61.38497831084876
47,6,0,10,47.svg,61.38497831084876
48,6,0,100,48.svg,61.38497831084876
49,6,2,1,49.svg,61.38497831084876
50,6,2,10,50.svg,61.38497831084876
51,6,2,100,51.svg,61.38497831084876
52,6,4,1,52.svg,61.38497831084876
53,6,4,10,53.svg,61.38497831084876
54,6,4,100,54.svg,61.38497831084876
55,6,6,1,55.svg,61.38497831084876
56,6,6,10,56.svg,61.38497831084876
57,6,6,100,57.svg,61.38497831084876
58,6,8,1,58.svg,61.38497831084876
59,6,8,10,59.svg,61.38497831084876
60,6,8,100,60.svg,61.38497831084876
61,8,0,1,61.svg,61.38497831084876
62,8,0,10,62.svg,61.38497831084876
63,8,0,100,63.svg,61.38497831084876
64,8,2,1,64.svg,61.38497831084876
65,8,2,10,65.svg,61.38497831084876
66,8,2,100,66.svg,61.38497831084876
67,8,4,1,67.svg,61.38497831084876
68,8,4,10,68.svg,61.38497831084876
69,8,4,100,69.svg,61.38497831084876
70,8,6,1,70.svg,61.38497831084876
71,8,6,10,71.svg,61.38497831084876
72,8,6,100,72.svg,61.38497831084876
73,8,8,1,73.svg,61.38497831084876
74,8,8,10,74.svg,61.38497831084876
75,8,8,100,75.svg,61.38497831084876
