index,ltres,qtres,pathomit,file_path,similarity
1,0,0,1,1.svg,70.56961483327595
2,0,0,10,2.svg,70.56961483327595
3,0,0,100,3.svg,70.56961483327595
4,0,2,1,4.svg,69.87212955985154
5,0,2,10,5.svg,69.87212955985154
6,0,2,100,6.svg,69.87212955985154
7,0,4,1,7.svg,69.62375077022841
8,0,4,10,8.svg,69.62375077022841
9,0,4,100,9.svg,69.62375077022841
10,0,6,1,10.svg,69.44977629002555
11,0,6,10,11.svg,69.44977629002555
12,0,6,100,12.svg,69.44977629002555
13,0,8,1,13.svg,69.30882024659981
14,0,8,10,14.svg,69.30882024659981
15,0,8,100,15.svg,69.30882024659981
16,2,0,1,16.svg,69.45205793116388
17,2,0,10,17.svg,69.45205793116388
18,2,0,100,18.svg,69.45205793116388
19,2,2,1,19.svg,69.46521720065384
20,2,2,10,20.svg,69.46521720065384
21,2,2,100,21.svg,69.46521720065384
22,2,4,1,22.svg,69.43790130910305
23,2,4,10,23.svg,69.43790130910305
24,2,4,100,24.svg,69.43790130910305
25,2,6,1,25.svg,69.37400124546066
26,2,6,10,26.svg,69.37400124546066
27,2,6,100,27.svg,69.37400124546066
28,2,8,1,28.svg,69.32112092618206
29,2,8,10,29.svg,69.32112092618206
30,2,8,100,30.svg,69.32112092618206
31,4,0,1,31.svg,69.22456927397872
32,4,0,10,32.svg,69.22456927397872
33,4,0,100,33.svg,69.22456927397872
34,4,2,1,34.svg,69.22512547282987
35,4,2,10,35.svg,69.22512547282987
36,4,2,100,36.svg,69.22512547282987
37,4,4,1,37.svg,69.22456307165871
38,4,4,10,38.svg,69.22456307165871
39,4,4,100,39.svg,69.22456307165871
40,4,6,1,40.svg,69.19061365428941
41,4,6,10,41.svg,69.19061365428941
42,4,6,100,42.svg,69.19061365428941
43,4,8,1,43.svg,69.1742230500636
44,4,8,10,44.svg,69.1742230500636
45,4,8,100,45.svg,69.1742230500636
46,6,0,1,46.svg,69.12465945970379
47,6,0,10,47.svg,69.12465945970379
48,6,0,100,48.svg,69.12465945970379
49,6,2,1,49.svg,69.12522421226798
50,6,2,10,50.svg,69.12522421226798
51,6,2,100,51.svg,69.12522421226798
52,6,4,1,52.svg,69.113360440197
53,6,4,10,53.svg,69.113360440197
54,6,4,100,54.svg,69.113360440197
55,6,6,1,55.svg,69.06632653041494
56,6,6,10,56.svg,69.06632653041494
57,6,6,100,57.svg,69.06632653041494
58,6,8,1,58.svg,69.06693609989641
59,6,8,10,59.svg,69.06693609989641
60,6,8,100,60.svg,69.06693609989641
61,8,0,1,61.svg,69.05599660070267
62,8,0,10,62.svg,69.05599660070267
63,8,0,100,63.svg,69.05599660070267
64,8,2,1,64.svg,69.05030854544685
65,8,2,10,65.svg,69.05030854544685
66,8,2,100,66.svg,69.05030854544685
67,8,4,1,67.svg,69.04474147196676
68,8,4,10,68.svg,69.04474147196676
69,8,4,100,69.svg,69.04474147196676
70,8,6,1,70.svg,69.0199503762591
71,8,6,10,71.svg,69.0199503762591
72,8,6,100,72.svg,69.0199503762591
73,8,8,1,73.svg,69.02638774315427
74,8,8,10,74.svg,69.02638774315427
75,8,8,100,75.svg,69.02638774315427
